V,J
-0.200000003,0.004611106
-0.170200005,0.004075659
-0.140450001,0.003955681
-0.110650003,0.003853572
-0.080849998,0.003758336
-0.051050000,0.003670065
-0.021299999,0.003595942
0.008500000,0.00356741
0.038300000,0.003440938
0.068099998,0.003369541
0.097850002,0.003278986
0.127649993,0.003191305
0.157450005,0.003106605
0.187250003,0.00301491
0.216999993,0.002913368
0.246800005,0.00281171
0.276600003,0.002690333
0.306400001,0.002578628
0.336149991,0.002445128
0.365949988,0.002305809
0.395749986,0.002158478
0.425550014,0.001976722
0.455300003,0.001777753
0.485100001,0.001559891
0.514900029,0.001293984
0.544700027,0.000961587
0.574450016,0.000535094
0.604250014,-1.9884e-05
0.634050012,-0.000797294
0.663850009,-0.001969414
0.693599999,-0.003775025
0.723399997,-0.006870209
0.753199995,-0.012338225
0.782999992,-0.021104586
0.812749982,-0.039139081
0.842549980,-0.071676098
0.872349977,-0.127320966
0.902149975,-0.223727947
0.931900024,-0.385844795
0.961700022,-0.684638941
0.991500020,-1.206301411
1.021299958,-2.127344166
1.051049948,-3.699580951
1.080850005,-6.311923748
1.110649943,-10.307782014
1.140450001,-15.997129213
1.170199990,-23.577489765
1.200000048,-32.974470296
Jsc:,0.003567
Eff:,0.000854
Voc:,0.60425
FF:,0.396277
V_MPP:,0.39575
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
