V,J
-0.200000003,0.005595194
-0.170200005,0.004938346
-0.140450001,0.004721294
-0.110650003,0.004507773
-0.080849998,0.004308053
-0.051050000,0.004123276
-0.021299999,0.003965505
0.008500000,0.003865965
0.038300000,0.003644492
0.068099998,0.003481491
0.097850002,0.003340694
0.127649993,0.003202281
0.157450005,0.003071593
0.187250003,0.002931861
0.216999993,0.002801229
0.246800005,0.002674387
0.276600003,0.002551158
0.306400001,0.002427207
0.336149991,0.002305259
0.365949988,0.002187584
0.395749986,0.002072917
0.425550014,0.001949855
0.455300003,0.001815023
0.485100001,0.001682449
0.514900029,0.001532355
0.544700027,0.00135616
0.574450016,0.001142457
0.604250014,0.000875796
0.634050012,0.000512046
0.663850009,-4.0563e-05
0.693599999,-0.000913311
0.723399997,-0.002401869
0.753199995,-0.005059567
0.782999992,-0.009909881
0.812749982,-0.019224614
0.842549980,-0.034004185
0.872349977,-0.060917122
0.902149975,-0.108057497
0.931900024,-0.190103105
0.961700022,-0.333762732
0.991500020,-0.587877941
1.021299958,-1.038515982
1.051049948,-1.841768933
1.080850005,-3.24919018
1.110649943,-5.730464551
1.140450001,-9.811218626
1.170199990,-16.08503306
1.200000048,-24.873164028
Jsc:,0.003866
Eff:,0.00083
Voc:,0.66385
FF:,0.323314
V_MPP:,0.42555
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
