V,J
1.200000048,-24.672341173
1.170199990,-16.398940679
1.140450001,-10.136949596
1.110649943,-6.146049261
1.080850005,-3.643852577
1.051049948,-2.154380532
1.021299958,-1.246812273
0.991500020,-0.728016739
0.961700022,-0.42598174
0.931900024,-0.249705485
0.902149975,-0.141044458
0.872349977,-0.085316144
0.842549980,-0.050628644
0.812749982,-0.030047491
0.782999992,-0.016556755
0.753199995,-0.009692348
0.723399997,-0.005428985
0.693599999,-0.0026895
0.663850009,-0.000907432
0.634050012,0.000302953
0.604250014,0.001133769
0.574450016,0.001744755
0.544700027,0.002178837
0.514900029,0.002493475
0.485100001,0.002724137
0.455300003,0.002895399
0.425550014,0.003024332
0.395749986,0.003128065
0.365949988,0.003213049
0.336149991,0.003293892
0.306400001,0.003366509
0.276600003,0.003440057
0.246800005,0.003511746
0.216999993,0.003585476
0.187250003,0.003663586
0.157450005,0.003737275
0.127649993,0.003832897
0.097850002,0.003919058
0.068099998,0.00401322
0.038300000,0.004096934
0.008500000,0.004211586
-0.021299999,0.004286808
-0.051050000,0.004419825
-0.080849998,0.004530732
-0.110650003,0.004643493
-0.140450001,0.004751769
-0.170200005,0.004877329
-0.200000003,0.005003316
Jsc:,0.004212
Eff:,0.001321
Voc:,0.63405
FF:,0.49487
V_MPP:,0.4851
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
