V,J
1.200000048,-33.321979026
1.170199990,-22.592127866
1.140450001,-14.817225233
1.110649943,-8.928371597
1.080850005,-5.16982937
1.051049948,-2.933042915
1.021299958,-1.780324033
0.991500020,-0.975311521
0.961700022,-0.54585527
0.931900024,-0.30713357
0.902149975,-0.184102287
0.872349977,-0.099996393
0.842549980,-0.055527779
0.812749982,-0.030721973
0.782999992,-0.018732627
0.753199995,-0.009115814
0.723399997,-0.004332019
0.693599999,-0.001576833
0.663850009,6.5537e-05
0.634050012,0.001102896
0.604250014,0.001772026
0.574450016,0.002256075
0.544700027,0.002609634
0.514900029,0.002879671
0.485100001,0.003096339
0.455300003,0.003278668
0.425550014,0.003420962
0.395749986,0.003537005
0.365949988,0.003601464
0.336149991,0.003664163
0.306400001,0.003693921
0.276600003,0.003725041
0.246800005,0.003740632
0.216999993,0.003780796
0.187250003,0.003826402
0.157450005,0.003860945
0.127649993,0.003900736
0.097850002,0.00394467
0.068099998,0.003985957
0.038300000,0.00402648
0.008500000,0.00405749
-0.021299999,0.004086581
-0.051050000,0.004140784
-0.080849998,0.004184694
-0.110650003,0.004223957
-0.140450001,0.004268911
-0.170200005,0.004312494
-0.200000003,0.004366213
Jsc:,0.004057
Eff:,0.001502
Voc:,0.66385
FF:,0.557638
V_MPP:,0.4851
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
