V,J
-0.200000003,7.609e-06
-0.170200005,-7.1388e-05
-0.140450001,-1.1574e-05
-0.110650003,-1.6013e-05
-0.080849998,-1.2623e-05
-0.051050000,-5.448e-06
-0.021299999,-6.663e-06
0.008500000,-1.1861e-05
0.038300000,4.037e-06
0.068099998,-5.617e-06
0.097850002,-8.491e-06
0.127649993,-1.4934e-05
0.157450005,-1.9082e-05
0.187250003,-1.7109e-05
0.216999993,-1.101e-05
0.246800005,-2.4062e-05
0.276600003,-1.9659e-05
0.306400001,-1.1697e-05
0.336149991,-8.057e-06
0.365949988,-2.2892e-05
0.395749986,-8.445e-06
0.425550014,-1.5581e-05
0.455300003,-3.08e-07
0.485100001,-2.6509e-05
0.514900029,-1.4782e-05
0.544700027,-9.192e-06
0.574450016,-4.474e-06
0.604250014,-8.962e-06
0.634050012,-1.9926e-05
0.663850009,-4.877e-06
0.693599999,-3.093e-06
0.723399997,-9.43e-06
0.753199995,-2.1243e-05
0.782999992,-2.1955e-05
0.812749982,-4.018e-06
0.842549980,-2.3577e-05
0.872349977,-9.5551e-05
0.902149975,-1.8466e-05
0.931900024,-6.568e-06
0.961700022,-1.1566e-05
0.991500020,-1.5129e-05
1.021299958,-9.821e-06
1.051049948,-1.3135e-05
1.080850005,-1.2159e-05
1.110649943,-1.6759e-05
1.140450001,-1.8411e-05
1.170199990,-1.1642e-05
1.200000048,-8.276e-06
Jsc:,-1.2e-05
Eff:,1.2e-05
Voc:,0.4553
FF:,2.249922
V_MPP:,-0.1702
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
