dark,0.1Sun
0.041758595,1.60974876
0.041992713,1.608471964
0.04179337,1.605566731
0.041917056,1.607278391
0.043496799,1.606128567
0.044003624,1.605447489
0.044080931,1.609245311
0.042632242,1.606305539
0.044202039,1.606709976
0.045250636,1.605697322
0.044018746,1.606069028
0.046372247,1.602637978
0.044526332,1.625266855
0.044233027,1.622055047
0.047437578,1.606336295
0.04438944,1.606524451
0.044868649,1.606782014
0.044475366,1.60605916
0.043753031,1.608745316
0.040363356,1.609385441
0.040896037,1.606066726
0.043229614,1.606430867
0.044241759,1.609362415
0.044838309,1.603347017
0.046263146,1.604775127
0.041862158,1.604980717
0.042531742,1.604903415
0.046716071,1.603764447
0.045301627,1.608341209
0.044331212,1.606273467
0.045539649,1.607825096
0.045957305,1.606586128
0.046324956,1.610931971
0.047317031,1.608852223
0.0477144,1.613170435
0.047154522,1.609049096
0.046283129,1.606160475
0.046646196,1.609530834
0.045330723,1.613272079
0.043332461,1.610174907
0.049046227,1.612190182
0.043816954,1.606255211
0.043456308,1.606193698
0.044656758,1.607661939
0.046563153,1.606075607
0.044045539,1.626619308
0.043758304,1.602119234
0.04676846,1.625431985
0.044830034,1.622451589
0.043221365,1.606104719
0.052500077,1.605128249
0.042901529,1.604008359
0.042140463,1.609319652
0.044925922,1.607629045
0.041650627,1.608064731
0.041919045,1.609472776
0.045675384,1.607308982
0.043903775,1.607407995
0.045114951,1.605781696
0.042504,1.615021731
0.048105905,1.607711281
0.044608275,1.610934767
0.042964187,1.608127395
0.044716158,1.611814034
0.045049306,1.613176191
0.046426934,1.609935436
0.042110051,1.6055391
0.041448581,1.609985435
0.040409634,1.603434845
0.040174712,1.605458015
0.04028187,1.607962923
0.042252458,1.608831171
0.055190479,1.602689458
0.04044185,1.60793118
0.039309584,1.608538082
0.040105297,1.603991089
0.041861405,1.599638009
0.037778219,1.607243194
0.038131769,1.605033842
0.039509479,1.602780247
0.039665856,1.602719227
0.040353482,1.610680658
0.040433192,1.609742345
0.039578077,1.607678387
0.039841425,1.609718004
0.041625259,1.613231947
0.044143179,1.626213227
0.04300779,1.608316373
0.041848276,1.60455786
0.042456647,1.608282163
0.042008603,1.610391516
0.044794473,1.609269488
0.041836501,1.607796642
0.037257454,1.61298491
0.041662546,1.623965224
0.040738303,1.607723781
0.037831256,1.611018483
0.037540205,1.609343501
0.038432627,1.605145025
0.043850403,1.608764231
0.041127238,1.61574179
0.03872661,1.608623278
0.038517158,1.625641194
0.035839636,1.604830554
0.037078139,1.607847135
0.039630942,1.613279151
0.039171183,1.605974621
0.037380551,1.603099487
0.036507871,1.605842715
0.037648684,1.605556205
0.038372949,1.604693385
0.03816976,1.603369714
0.039261129,1.611953507
0.037245625,1.605219695
0.036687698,1.607794833
0.037107142,1.610054349
0.037530647,1.609533302
0.038183398,1.610507634
0.037420163,1.606615569
0.034850242,1.612365509
0.034595624,1.61166601
0.036170091,1.610706974
0.037384406,1.607630854
0.039020627,1.603990596
0.035967143,1.606051759
0.036298141,1.602683537
0.033491005,1.610004514
0.033936236,1.610034448
0.035939838,1.607604045
0.034837966,1.62112249
0.035255147,1.609230838
0.037273367,1.608257328
0.034674031,1.613226684
0.033614729,1.606353236
0.033563316,1.612026203
0.034469431,1.609511591
0.032882155,1.606856849
0.033219819,1.610897268
0.033324883,1.611686075
0.034597487,1.613727008
0.034674658,1.606076923
0.037306819,1.606494024
0.03587131,1.605311635
0.036536234,1.606695502
