voltage,meO2PACz,NiOx,PEDOT:PSS,PolyTPD,PTAA
-13.35999966,1652.954285,1652.95059,,170.2724132,0.457752953
-13.38000011,1652.953546,1652.950837,,176.2967464,0.465721389
-13.39999962,1652.951822,1652.951822,,182.7009361,0.489042577
-13.42000008,1652.950098,1652.952068,,187.3640297,0.460019383
-13.43999958,1652.95293,1652.950837,,193.2339327,0.492039881
-13.46000004,1652.953669,1652.951329,,200.0899139,0.504664569
-13.47999954,1652.953176,1652.952191,,206.2373048,0.514252357
-13.5,1652.952807,1652.952684,,213.1642204,0.522069321
-13.52000046,1652.9533,1652.953053,,220.6002385,0.530787061
-13.53999996,1652.952684,1652.953546,,228.6325032,0.547158146
-13.56000042,1652.955763,1652.953053,,236.5401707,0.547341428
-13.57999992,1652.953915,1652.950467,,277.7354468,0.595064133
-13.60000038,1652.954531,1652.951329,,1652.92633,0.567765883
-13.61999989,1652.953915,1652.952191,,1652.926207,0.586182474
-13.64000034,1652.954777,1652.951822,,1652.925221,0.570735736
-13.65999985,1652.95527,1652.952561,,1652.925837,0.570388595
-13.68000031,1652.953423,1652.952314,,1652.926699,0.586242245
-13.69999981,1652.954285,1652.951452,,1652.926576,0.579244819
-13.72000027,1652.954285,1652.950344,,1652.927561,0.623022271
-13.73999977,1652.952684,1652.952191,,1652.926699,0.612260288
-13.76000023,1652.952807,1652.953546,,1652.92596,0.652152199
-13.77999973,1652.953792,1652.95293,,1652.925837,0.678013598
-13.80000019,1652.955516,1652.951945,,1652.925714,0.628327286
-13.8199997,1652.954654,1652.952314,,1652.927069,0.652031153
-13.84000015,1652.954408,1652.951329,,1652.927069,0.649594188
-13.85999966,1652.954285,1652.951822,,1652.927315,0.665270209
-13.88000011,1652.953176,1652.951575,,1652.926453,0.723406854
-13.89999962,1652.953546,1652.952684,,1652.926453,0.66658403
-13.92000008,1652.953915,1652.952438,,1652.926453,0.692955348
-13.93999958,1652.954531,1652.951575,,1652.924975,0.70548575
-13.96000004,1652.952684,1652.951452,,1652.925468,0.727993955
-13.97999954,1652.953669,1652.95096,,1652.924852,0.738411442
-14,1652.952561,1652.952191,,1652.925221,0.776068372
-14.02000046,1652.952684,1652.952314,,1652.924236,0.794693921
-14.03999996,1652.954531,1652.952314,,1652.924729,0.844662371
-14.06000042,1652.953669,1652.952191,,1652.925468,0.780191193
-14.07999992,1652.952438,1652.952068,,1652.926207,0.784422734
-14.10000038,1652.951576,1652.951822,,1652.925591,0.832237862
-14.11999989,1652.95293,1652.953423,,1652.926576,0.818299833
-14.14000034,1652.953792,1652.952438,,1652.92596,0.808288296
-14.15999985,1652.952561,1652.951452,,1652.923744,0.841441227
-14.18000031,1652.952684,1652.951822,,1652.925345,0.869322517
-14.19999981,1652.952191,1652.951329,,1652.925345,0.858466487
-14.22000027,1652.951329,1652.951575,,1652.92633,0.929924147
-14.23999977,1652.952191,1652.951822,,1652.925468,0.918182496
-14.26000023,1652.952191,1652.951452,,1652.924359,0.941956897
-14.27999973,1652.951945,1652.951329,,1652.924975,1.011863217
-14.30000019,1652.951945,1652.951822,,1652.925221,0.936730836
-14.3199997,1652.953792,1652.952314,,1652.924852,0.991434071
-14.34000015,1652.952438,1652.952191,,1652.924975,0.955488556
-14.35999966,1652.952807,1652.951822,,1652.925221,1.695849052
-14.38000011,1652.953915,1652.951083,,1652.925468,1.683130438
-14.39999962,1652.952561,1652.953053,,1652.92596,1.853841842
-14.42000008,1652.954285,1652.951822,,1652.927069,1.991062073
-14.43999958,1652.952684,1652.951329,,1652.924359,1.946406214
-14.46000004,1652.951576,1652.951575,,1652.924482,1.68586259
-14.47999954,1652.952191,1652.951329,,1652.924975,1.789630253
-14.5,1652.952807,1652.951822,,1652.92596,1.872397217
-14.52000046,1652.952807,1652.952684,,1652.926207,1.950211239
-14.53999996,1652.952561,1652.951452,,1652.924236,1.773508174
-14.56000042,1652.953915,1652.95096,,1652.923251,1.429926992
-14.57999992,1652.952438,1652.951822,,1652.924852,1.407116806
-14.60000038,1652.952684,1652.952561,,1652.925837,1.437274628
-14.61999989,1652.952191,1652.952191,,1652.925221,1.410574148
-14.64000034,1652.952438,1652.952438,,1652.924606,1.55641657
-14.65999985,1652.951945,1652.952314,,1652.924852,1.593232193
-14.68000031,1652.951206,1652.952561,,1652.924975,1.90410524
-14.69999981,1652.951452,1652.951575,,1652.924482,2.012571247
-14.72000027,1652.951452,1652.95059,,1652.924975,1.742184395
-14.73999977,1652.9533,1652.951452,,1652.924729,2.921256574
-14.76000023,1652.951822,1652.951452,,1652.924606,3.011145798
-14.77999973,1652.952807,1652.951575,,1652.924606,3.127560158
-14.80000019,1652.950713,1652.951575,,1652.922882,2.651843377
-14.8199997,1652.951822,1652.950467,,1652.925221,2.864314568
-14.84000015,1652.950467,1652.952068,,1652.925591,2.618520934
-14.85999966,1652.950221,1652.952314,,1652.923374,3.417387166
-14.88000011,1652.951576,1652.950221,,1652.924852,2.656587301
-14.89999962,1652.951699,1652.951822,,1652.92362,3.00035405
-14.92000008,1652.952807,1652.951575,,1652.92362,3.59085682
-14.93999958,1652.954039,1652.95096,,1652.924236,3.615211674
-14.96000004,1652.951576,1652.951452,,1652.923374,3.545890439
-14.97999954,1652.951945,1652.95293,,1652.922512,4.110243056
-15,1652.951945,1652.95096,,1652.924729,3.540252955
-15.02000046,1652.951206,1652.951206,,1652.925714,6.470260642
-15.03999996,1652.950837,1652.952314,,1652.924113,6.499592011
-15.06000042,1652.951945,1652.951329,,1652.923867,5.635966389
-15.07999992,1652.951576,1652.952068,,1652.923497,5.229065976
-15.10000038,1652.952807,1652.95096,,1652.924113,5.176641559
-15.11999989,1652.951945,1652.950837,,1652.925591,4.832739634
-15.14000034,1652.952314,1652.951822,,1652.922882,6.108766533
-15.15999985,1652.951699,1652.951452,,1652.923867,7.414474048
-15.18000031,1652.952561,1652.951452,,1652.922882,7.332834676
-15.19999981,1652.951452,1652.950344,,1652.924113,8.101491373
-15.22000027,1652.95293,1652.950467,,1652.923497,8.234365513
-15.23999977,1652.951452,1652.951575,,1652.924113,7.880390295
-15.26000023,1652.95059,1652.95096,,1652.924975,8.629379055
-15.27999973,1652.952191,1652.95096,,1652.923374,5.880707475
-15.30000019,1652.951945,1652.951452,,1652.923867,6.215333696
-15.3199997,1652.952191,1652.952438,,1652.924113,6.234703378
-15.34000015,1652.950713,1652.949112,,1652.924359,7.622513039
-15.35999966,1652.951576,1652.951945,,1652.922882,8.308048714
-15.38000011,1652.951699,1652.951329,,1652.924606,8.252610006
-15.39999962,1652.952191,1652.950837,,1652.924359,8.88593341
-15.42000008,1652.952314,1652.951329,,1652.923867,10.37685866
-15.43999958,1652.951452,1652.95059,,1652.924852,11.07495613
-15.46000004,1652.951945,1652.951822,,1652.924113,11.64577413
-15.47999954,1652.950467,1652.952191,,1652.923251,12.45183381
-15.5,1652.951945,1652.951206,,1652.924236,20.60596608
-15.52000046,1652.950837,1652.950344,,1652.923374,18.46921961
-15.53999996,1652.950344,1652.951329,,1652.924359,20.89002331
-15.56000042,1652.952807,1652.950837,,1652.923744,17.41897638
-15.57999992,1652.950837,1652.95096,,1652.924359,21.33899391
-15.60000038,1652.952314,1652.952191,,1652.924852,21.17795208
-15.61999989,1652.952314,1652.949975,,1652.923251,21.88837417
-15.64000034,1652.950837,1652.95059,,1652.924113,20.11194948
-15.65999985,1652.950344,1652.951822,,1652.922758,25.34270348
-15.68000031,1652.951945,1652.950221,,1652.924852,31.30685669
-15.69999981,1652.949851,1652.949851,,1652.924729,33.5132657
-15.72000027,1652.953669,1652.950467,,1652.924852,38.66225573
-15.73999977,1652.951576,1652.950344,,1652.924236,42.97453325
-15.76000023,1652.950713,1652.949975,,1652.922266,47.2721713
-15.77999973,1652.951452,1652.950221,,1652.925221,47.57622118
-15.80000019,1652.950344,1652.950467,,1652.924482,56.81128511
-15.8199997,1652.951822,1652.950344,,1652.923128,58.68412092
-15.84000015,1652.951083,1652.95096,,1652.923744,61.91908143
-15.85999966,1652.95293,1652.950344,,1652.923497,68.79427401
-15.88000011,1652.950467,1652.950221,,1652.924852,70.68779904
-15.89999962,1652.951699,1652.950098,,1652.924113,89.44620586
-15.92000008,1652.951206,1652.951083,,1652.924113,98.58782195
-15.93999958,1652.951083,1652.951206,,1652.924729,101.6327388
-15.96000004,1652.950098,1652.951822,,1652.924852,114.0809349
-15.97999954,1652.950467,1652.951575,,1652.923867,118.0977137
-16,1652.950837,1652.951206,,1652.924852,119.0386343
-16.02000046,1652.949728,1652.950467,,1652.923867,121.1038152
-16.04000092,1652.951329,1652.950837,,1652.924236,130.7591827
-16.05999947,1652.951699,1652.949851,,1652.924359,140.5884227
-16.07999992,1652.951206,1652.950837,,1652.924236,154.3941792
-16.10000038,1652.952561,1652.950467,,1652.923497,171.1056314
-16.12000084,1652.950344,1652.949975,,1652.924852,181.3442839
-16.13999939,1652.950713,1652.950344,,1652.923744,190.5664093
-16.15999985,1652.950098,1652.951083,,1652.923374,185.5302171
-16.18000031,1652.950713,1652.950098,,1652.923128,197.2010744
-16.20000076,1652.95059,1652.951083,,1652.922758,197.5119822
-16.21999931,1652.949728,1652.951575,,1652.922758,207.5039343
-16.23999977,1652.950837,1652.950098,,1652.924852,211.3739413
-16.26000023,1652.950467,1652.951206,,1652.923497,202.819705
-16.28000069,1652.951452,1652.951452,,1652.922758,215.2163012
-16.29999924,1652.950837,1652.951206,,1652.923497,225.9325144
-16.3199997,1652.952191,1652.950467,,1652.925221,224.1268261
-16.34000015,1652.951822,1652.950837,,1652.923374,223.208773
-16.36000061,1652.951083,1652.951083,,1652.923128,239.4793632
-16.37999916,1652.949605,1652.95059,,1652.92362,231.7900562
-16.39999962,1652.951206,1652.95096,,1652.923497,231.0920106
-16.42000008,1652.949359,1652.95096,,1652.922882,234.3426651
-16.44000053,1652.951083,1652.952191,,1652.923251,237.6886069
-16.45999908,1652.952438,1652.950344,,1652.926207,242.5053919
-16.47999954,1652.951206,1652.950098,,1652.923867,199.5229001
-16.5,1652.950098,1652.950467,,1652.923128,179.7157932
-16.52000046,1652.949482,1652.95059,,1652.924606,170.1212157
-16.54000092,1652.949482,1652.949975,,1652.922512,156.4327751
-16.55999947,1652.951699,1652.949482,,1652.922512,153.1967447
-16.57999992,1652.952684,1652.95059,,1652.924975,150.8484264
-16.60000038,1652.950098,1652.951083,,1652.922389,147.9838013
-16.62000084,1652.951206,1652.951329,,1652.922389,145.4365955
-16.63999939,1652.950837,1652.949975,,1652.92362,140.0594007
-16.65999985,1652.951699,1652.950837,,1652.922758,143.1206965
-16.68000031,1652.95059,1652.950344,,1652.923251,141.1256034
-16.70000076,1652.950837,1652.950837,,1652.922882,143.5219195
-16.71999931,1652.95059,1652.950098,,1652.921034,136.3190861
-16.73999977,1652.95059,1652.950344,,1652.921157,134.9906352
-16.76000023,1652.950467,1652.95096,,1652.923251,131.9253063
-16.78000069,1652.950837,1652.949975,,1652.923497,135.1306107
-16.79999924,1652.952191,1652.953669,,1652.923867,136.9598514
-16.8199997,1652.95059,1652.949851,,1652.923497,137.3403852
-16.84000015,1652.950713,1652.950221,,1652.923744,136.612876
-16.86000061,1652.949359,1652.950221,,1652.923251,138.1795607
-16.87999916,1652.951206,1652.950098,,1652.922882,130.639527
-16.89999962,1652.951083,1652.952068,,1652.923374,133.0400609
-16.92000008,1652.949359,1652.951452,,1652.922635,133.2895476
-16.94000053,1652.951699,1652.951452,,1652.924852,131.1554335
-16.95999908,1652.951822,1652.951206,,1652.922882,131.3178223
-16.97999954,1652.950837,1652.95096,,1652.923744,135.6540448
-17,1652.951083,1652.950344,,1652.922512,136.4407584
-17.02000046,1652.950344,1652.95059,,1652.922512,129.3768691
-17.04000092,1652.95059,1652.951083,,1652.924113,132.5131633
-17.05999947,1652.951083,1652.951083,,1652.92362,133.6061357
-17.07999992,1652.95059,1652.950467,,1652.923497,135.5422091
-17.10000038,1652.951452,1652.951329,,1652.924236,139.2659754
-17.12000084,1652.950713,1652.950837,,1652.922143,134.3502702
-17.13999939,1652.951452,1652.95096,,1652.923867,132.7458246
-17.15999985,1652.950098,1652.950837,,1652.923867,132.0635423
-17.18000031,1652.951206,1652.949975,,1652.923128,135.9191254
-17.20000076,1652.951329,1652.949728,,1652.923128,136.7494957
-17.21999931,1652.951329,1652.950098,,1652.924852,127.1030719
-17.23999977,1652.95059,1652.950221,,1652.923251,126.072044
-17.26000023,1652.950467,1652.949728,,1652.922266,127.6856565
-17.28000069,1652.950221,1652.95059,,1652.922512,127.6237428
-17.29999924,1652.950713,1652.951329,,1652.922019,128.8683438
-17.3199997,1652.949359,1652.949975,,1652.923251,131.1423334
-17.34000015,1652.950713,1652.950344,,1652.924113,127.5284401
-17.36000061,1652.951699,1652.949851,,1652.923251,127.0203613
-17.37999916,1652.949728,1652.95059,,1652.924113,129.172209
-17.39999962,1652.951452,1652.949236,,1652.923497,128.4599781
-17.42000008,1652.951206,1652.949975,,1652.922882,129.9151889
-17.44000053,1652.948743,1652.950837,,1652.923128,125.9702065
-17.45999908,1652.949236,1652.951083,,1652.922635,128.8839531
-17.47999954,1652.950713,1652.949851,,1652.924482,127.9897295
-17.5,1652.95059,1652.951452,,1652.922512,127.7047602
-17.52000046,1652.951452,1652.949728,,1652.921773,129.2338764
-17.54000092,1652.948497,1652.95096,,1652.922882,124.7659603
-17.55999947,1652.949482,1652.948374,,1652.92362,131.2606037
-17.57999992,1652.951699,1652.950837,,1652.923744,129.1575849
-17.60000038,1652.949851,1652.948989,,1652.924606,131.6250202
-17.62000084,1652.949605,1652.948743,,1652.923128,131.329891
-17.63999939,1652.948743,1652.950467,,1652.922882,124.7787448
-17.65999985,1652.949728,1652.950837,,1652.923128,117.2309603
-17.68000031,1652.949728,1652.950221,,1652.92362,119.7618101
-17.70000076,1652.94862,1652.949975,,1652.923497,121.5144976
-17.71999931,1652.950221,1652.95059,,1652.922389,122.5761823
-17.73999977,1652.949605,1652.949975,,1652.921404,120.9419806
-17.76000023,1652.949851,1652.949112,,1652.922512,120.7728185
-17.78000069,1652.949113,1652.950837,,1652.922512,117.1210411
-17.79999924,1652.949359,1652.950344,,1652.923251,118.6809295
-17.8199997,1652.951083,1652.949728,,1652.922266,119.6592107
-17.84000015,1652.948497,1652.950098,,1652.922389,113.4555479
-17.86000061,1652.950713,1652.948989,,1652.923374,111.3420229
-17.87999916,1652.949236,1652.949728,,1652.92362,111.6450799
-17.89999962,1652.949482,1652.951452,,1652.923374,114.6724709
-17.92000008,1652.949359,1652.949975,,1652.922512,115.7321775
-17.94000053,1652.949236,1652.949728,,1652.923374,119.6904831
-17.95999908,1652.950344,1652.949728,,1652.920419,117.4792155
-17.97999954,1652.948743,1652.949482,,1652.920788,111.3667915
-18,1652.948374,1652.949975,,1652.923128,109.5289996
-18.02000046,1652.949605,1652.949728,,1652.922266,110.7809434
-18.04000092,1652.949113,1652.949482,,1652.922019,110.8986672
-18.05999947,1652.951452,1652.950837,,1652.921034,114.547058
-18.07999992,1652.948374,1652.949728,,1652.922512,114.3500024
-18.10000038,1652.95059,1652.950221,,1652.922882,109.2738787
-18.12000084,1652.95059,1652.950098,,1652.923497,116.3790849
-18.13999939,1652.951206,1652.950221,,1652.923128,110.7221854
-18.15999985,1652.950221,1652.949359,,1652.922512,107.1965291
-18.18000031,1652.949728,1652.949851,,1652.922143,111.4370486
-18.20000076,1652.951329,1652.949851,,1652.924113,111.9894307
-18.21999931,1652.949851,1652.950467,,1652.923251,108.6515936
-18.23999977,1652.949113,1652.949359,,1652.922019,114.5713185
-18.26000023,1652.949728,1652.949975,,1652.923744,109.7491765
-18.28000069,1652.950837,1652.948866,,1652.922143,109.5948695
-18.29999924,1652.949728,1652.949482,,1652.923251,106.38878
-18.3199997,1652.949851,1652.949728,,1652.922019,105.5440473
-18.34000015,1652.949113,1652.950837,,1652.922635,103.4154518
-18.36000061,1652.950467,1652.949851,,1652.921404,106.7533889
-18.37999916,1652.949113,1652.949112,,1652.922019,110.9215654
-18.39999962,1652.948374,1652.949975,,1652.922143,106.2766672
-18.42000008,1652.950221,1652.948743,,1652.922635,97.29031258
-18.44000053,1652.948374,1652.949359,,1652.922019,96.52498863
-18.45999908,1652.948497,1652.950098,,1652.922512,96.7510922
-18.47999954,1652.949605,1652.949359,,1652.922635,99.10722286
-18.5,1652.950467,1652.95059,,1652.920295,97.37374677
-18.52000046,1652.950344,1652.948497,,1652.921034,98.16941951
-18.54000092,1652.950221,1652.948866,,1652.921773,96.29673763
-18.55999947,1652.950467,1652.949728,,1652.922512,97.00635925
-18.57999992,1652.949605,1652.948374,,1652.92165,93.60006618
-18.60000038,1652.949113,1652.949728,,1652.922019,96.24452969
-18.62000084,1652.949359,1652.948374,,1652.922019,98.08465377
-18.63999939,1652.950221,1652.949975,,1652.920788,98.18145744
-18.65999985,1652.949359,1652.949112,,1652.92165,94.72213285
-18.68000031,1652.949113,1652.950098,,1652.921404,97.42316844
-18.70000076,1652.949359,1652.950098,,1652.922266,97.17840763
-18.71999931,1652.949482,1652.948866,,1652.922019,95.28953921
-18.73999977,1652.948866,1652.949851,,1652.921527,97.45371736
-18.76000023,1652.950221,1652.949359,,1652.921157,97.73856352
-18.78000069,1652.949482,1652.949112,,1652.921034,101.1000838
-18.79999924,1652.948497,1652.948989,,1652.91968,97.91896301
-18.8199997,1652.949359,1652.948497,,1652.921034,99.71959439
-18.84000015,1652.95059,1652.948497,,1652.920542,96.71863446
-18.86000061,1652.949236,1652.949482,,1652.920172,96.96762085
-18.87999916,1652.950467,1652.949728,,1652.920788,98.94926747
-18.89999962,1652.95059,1652.94825,,1652.921404,98.59524175
-18.92000008,1652.948497,1652.94825,,1652.91968,98.52575431
-18.94000053,1652.949359,1652.948743,,1652.91968,95.70849582
-18.95999908,1652.949851,1652.949482,,1652.921034,95.01262853
-18.97999954,1652.950098,1652.94825,,1652.922019,92.82858473
-19,1652.949605,1652.949728,,1652.921157,97.34071945
-19.02000046,1652.949851,1652.948127,,1652.920542,96.34068682
-19.04000092,1652.948866,1652.948127,,1652.920049,94.78918038
-19.05999947,1652.949482,1652.948497,,1652.920788,92.27437852
-19.07999992,1652.949113,1652.949112,,1652.920172,92.2371872
-19.10000038,1652.950221,1652.949482,,1652.920665,92.47495924
-19.12000084,1652.948374,1652.948374,,1652.91968,89.75003253
-19.13999939,1652.949482,1652.948497,,1652.920542,89.89584994
-19.15999985,1652.949236,1652.950098,,1652.920665,89.29122917
-19.18000031,1652.949113,1652.948374,,1652.91968,88.00295605
-19.20000076,1652.949113,1652.948127,,1652.921157,87.96838936
-19.21999931,1652.950344,1652.948866,,1652.920665,89.29810248
-19.23999977,1652.949113,1652.947758,,1652.920419,89.63013052
-19.26000023,1652.94862,1652.949975,,1652.920295,91.05358396
-19.28000069,1652.948374,1652.948866,,1652.91968,87.38626657
-19.29999924,1652.949113,1652.947881,,1652.919187,86.63238788
-19.3199997,1652.95059,1652.947388,,1652.919803,88.21894592
-19.34000015,1652.949113,1652.949482,,1652.91968,90.44494541
-19.36000061,1652.948497,1652.949975,,1652.920542,90.58231165
-19.37999916,1652.94862,1652.94825,,1652.919556,90.00046594
-19.39999962,1652.951576,1652.948989,,1652.922143,92.44456425
-19.42000008,1652.949113,1652.950344,,1652.921157,96.01496252
-19.44000053,1652.949728,1652.948743,,1652.920049,96.5475251
-19.45999908,1652.949359,1652.949112,,1652.920788,93.85372458
-19.47999954,1652.949359,1652.94825,,1652.919064,89.84179475
-19.5,1652.948127,1652.947635,,1652.920542,87.17774267
-19.52000046,1652.949482,1652.948989,,1652.920295,89.5860197
-19.54000092,1652.948743,1652.94825,,1652.922019,89.53475847
-19.55999947,1652.948743,1652.948374,,1652.920049,92.0575266
-19.57999992,1652.949359,1652.948374,,1652.921527,85.60466188
-19.60000038,1652.950467,1652.948989,,1652.921157,85.82799457
-19.62000084,1652.949851,1652.948374,,1652.920788,90.6460803
-19.63999939,1652.94825,1652.947881,,1652.921281,93.72895045
-19.65999985,1652.950098,1652.948866,,1652.920419,90.05450574
-19.68000031,1652.949605,1652.947881,,1652.921527,93.29516194
-19.70000076,1652.950098,1652.949359,,1652.920172,90.13495354
-19.71999931,1652.94862,1652.947881,,1652.921034,90.11882858
-19.73999977,1652.949728,1652.949482,,1652.921404,90.22923263
-19.76000023,1652.948004,1652.948497,,1652.921404,91.81081848
-19.78000069,1652.948866,1652.947758,,1652.920665,88.81401486
-19.79999924,1652.947388,1652.949236,,1652.919803,93.85638001
-19.8199997,1652.948127,1652.948989,,1652.921281,98.00830841
-19.84000015,1652.949482,1652.948989,,1652.920542,99.62623893
-19.86000061,1652.949236,1652.947758,,1652.921404,93.53292629
-19.87999916,1652.949113,1652.948866,,1652.922512,94.22513756
-19.89999962,1652.949113,1652.948374,,1652.920049,93.79886122
-19.92000008,1652.94862,1652.948127,,1652.921034,93.22605935
-19.94000053,1652.947019,1652.94825,,1652.921404,95.07677433
-19.95999908,1652.949359,1652.947758,,1652.920049,96.17946026
-19.97999954,1652.948127,1652.948497,,1652.920295,96.69198016
-20,1652.948497,1652.947388,,1652.921281,93.44279581
