voltage,meO2PACz,NiOx,PEDOT:PSS,PolyTPD,PTAA
-5.359499931,823.8204255,350.1552039,24.99911415,0.175774208,0.030371121
-5.379499912,829.4020803,366.1553875,24.99873928,0.17708609,0.030817371
-5.399499893,835.3150088,382.6249223,24.99910402,0.177857702,0.029456333
-5.419499874,841.0527563,399.7536733,24.99892165,0.174599877,0.029134669
-5.439499855,847.2836584,417.411318,24.99908122,0.17636359,0.028322795
-5.459499836,853.7441738,435.7190659,24.99868862,0.182182898,0.02987113
-5.479499817,859.8264953,454.6945886,24.99867343,0.180224358,0.02875773
-5.499499798,866.363487,474.4715337,24.99895711,0.184736098,0.029581073
-5.519499779,872.6030096,494.7362717,24.99932438,0.185237176,0.030573959
-5.539500237,879.3483096,516.1240968,24.99918254,0.182402199,0.031797326
-5.559500217,886.2508107,538.371132,24.99877981,0.190804728,0.033673613
-5.579500198,893.2944418,561.5071791,24.99946369,0.194393729,0.032863738
-5.599500179,900.5382534,585.6445499,24.99908629,0.191505805,0.032514217
-5.61950016,907.5481414,610.7796117,24.9988482,0.196281659,0.033202893
-5.639500141,914.9772939,636.858302,24.9993877,0.194628769,0.03279459
-5.659500122,922.4378496,664.1084462,24.99886593,0.195537182,0.034548641
-5.679500103,930.0937214,692.3270951,24.99891658,0.201154913,0.033522686
-5.699500084,937.8559333,721.5463904,24.99932944,0.207460612,0.034166066
-5.719500065,945.7105078,751.8105427,24.99902043,0.206159959,0.034158197
-5.739500046,953.9837926,782.9994816,24.999218,0.218114072,0.032256677
-5.759500027,962.3850919,815.4383205,24.99888366,0.221531096,0.035346787
-5.779500008,970.9471637,848.7771315,24.99908122,0.226116588,0.039670802
-5.799499989,979.7636019,883.0848166,24.99909895,0.229545564,0.035605429
-5.819499969,988.7776345,918.3272019,24.99945102,0.228830761,0.033733106
-5.83949995,997.8468384,954.4420973,24.99878234,0.237933555,0.032870999
-5.859499931,1007.14818,991.4570264,24.99880007,0.236685398,0.032817214
-5.879499912,1016.926728,1029.528512,24.99875448,0.238993214,0.032397333
-5.899499893,1026.757123,1068.549413,24.99942316,0.241624089,0.032089803
-5.919499874,1036.572185,1108.349293,24.99907615,0.245063558,0.032479119
-5.939499855,1046.547343,1149.318226,24.99892925,0.246577227,0.031040838
-5.959499836,1056.801805,1191.399932,24.99914454,0.24572573,0.030951167
-5.979499817,1066.985702,1234.632465,24.99897231,0.253025966,0.031586338
-5.999499798,1077.432524,1278.889228,24.99899004,0.260164101,0.030369526
-6.019499779,1088.71923,1324.531292,24.99882793,0.263717865,0.031444487
-6.039500237,1100.079826,1371.450903,24.99878487,0.268312242,0.030507149
-6.059500217,1111.311484,1419.724044,24.99880007,0.272110292,0.034982192
-6.079500198,1122.820476,1469.340493,24.99894445,0.272845645,0.034568277
-6.099500179,1135.366515,1520.16922,24.99893431,0.277973571,0.03609998
-6.11950016,1147.090896,1572.101854,24.99895711,0.280964411,0.034338871
-6.139500141,1159.710086,1625.293808,24.99891405,0.287353333,0.036552416
-6.159500122,1173.340708,1652.960688,24.99905336,0.290351027,0.035790338
-6.179500103,1186.831185,1652.959826,24.99908375,0.303806528,0.03515751
-6.199500084,1201.189377,1652.960196,24.99929398,0.305709431,0.035569759
-6.219500065,1217.470312,1652.958472,24.99920027,0.31182325,0.036012416
-6.239500046,1232.581321,1652.959826,24.99866836,0.317386592,0.034144754
-6.259500027,1249.37222,1652.958102,24.99902043,0.321445103,0.035201042
-6.279500008,1267.383291,1652.958718,24.99914708,0.328891053,0.03489809
-6.299499989,1287.130531,1652.95995,24.99890645,0.333930345,0.035660363
-6.319499969,1307.642534,1652.959088,24.99922813,0.344184605,0.035578753
-6.33949995,1330.002527,1652.959088,24.99916227,0.354735134,0.035479287
-6.359499931,1352.655494,1652.957363,24.99915214,0.357139568,0.037706383
-6.379499912,1380.27338,1652.95724,24.99914708,0.361067232,0.037620354
-6.399499893,1408.898141,1652.957487,24.99920533,0.36704371,0.039256873
-6.419499874,1439.977037,1652.957856,24.99931425,0.37570712,0.040538689
-6.439499855,1475.351408,1652.957117,24.99922813,0.376622628,0.039757016
-6.459499836,1513.681136,1652.957487,24.99904323,0.386814892,0.042300813
-6.479499817,1553.849371,1652.958349,24.99918254,0.395656202,0.040232941
-6.499499798,1652.95761,1652.95724,24.99894445,0.401747682,0.038579623
-6.519499779,1652.958102,1652.958226,24.99859744,0.409205449,0.041475285
-6.539500237,1652.958102,1652.958349,24.99912428,0.419619028,0.042077408
-6.559500217,1652.958102,1652.956625,24.99877221,0.430755061,0.044423607
-6.579500198,1652.958718,1652.958595,24.99949915,0.433498158,0.042599935
-6.599500179,1652.958472,1652.957733,24.99891912,0.447163217,0.041048555
-6.61950016,1652.957117,1652.956501,24.99915721,0.460506271,0.041887597
-6.639500141,1652.961304,1652.956994,24.99887099,0.463199939,0.041512567
-6.659500122,1652.957979,1652.957117,24.99924586,0.476873989,0.042445452
-6.679500103,1652.957364,1652.95761,24.99945355,0.478183631,0.041393318
-6.699500084,1652.958965,1652.956132,24.99908629,0.489425587,0.045940377
-6.719500065,1652.959457,1652.957487,24.99867343,0.494945543,0.044496724
-6.739500046,1652.958965,1652.95761,24.99913948,0.493150456,0.043551293
-6.759500027,1652.957856,1652.956994,24.99912935,0.509706808,0.044559325
-6.779500008,1652.957487,1652.956994,24.9991876,0.524038159,0.043539608
-6.799499989,1652.958472,1652.956009,24.99877981,0.538776062,0.045145194
-6.819499969,1652.956871,1652.956255,24.99929145,0.546201748,0.043387452
-6.83949995,1652.957117,1652.956255,24.99908882,0.565536073,0.044872372
-6.859499931,1652.956625,1652.956132,24.99934971,0.570488775,0.043805674
-6.879499912,1652.95958,1652.955516,24.99931678,0.5824828,0.045705258
-6.899499893,1652.957856,1652.95724,24.9989875,0.586547174,0.04714368
-6.919499874,1652.958102,1652.956255,24.99925599,0.595488484,0.046750057
-6.939499855,1652.958965,1652.956378,24.99925092,0.601433543,0.049387501
-6.959499836,1652.957733,1652.955393,24.99939023,0.625227848,0.046438194
-6.979499817,1652.955516,1652.955639,24.99924839,0.631264728,0.046788823
-6.999499798,1652.958965,1652.95527,24.99913694,0.636207028,0.049186289
-7.019499779,1652.957733,1652.956255,24.99891912,0.646681761,0.050613233
-7.039500237,1652.957487,1652.955763,24.99930158,0.664997451,0.051667094
-7.059500217,1652.956748,1652.956748,24.99907869,0.674215368,0.05038259
-7.079500198,1652.957856,1652.955147,24.9991876,0.695654608,0.051360135
-7.099500179,1652.954777,1652.956501,24.99932438,0.711141454,0.048837607
-7.11950016,1652.956255,1652.955639,24.99875448,0.728697317,0.049739611
-7.139500141,1652.953546,1652.955639,24.99908882,0.728535082,0.050552579
-7.159500122,1652.956502,1652.955639,24.99895458,0.738186789,0.049397905
-7.179500103,1652.956625,1652.956009,24.99933957,0.747139825,0.053404172
-7.199500084,1652.955639,1652.956501,24.99924079,0.766936864,0.056470988
-7.219500065,1652.957364,1652.955393,24.99890139,0.774846311,0.052575085
-7.239500046,1652.942339,1652.956994,24.99942823,0.776926032,0.051393486
-7.259500027,1652.957733,1652.956132,24.99917747,0.788126618,0.050976614
-7.279500008,1652.95761,1652.956625,24.99905336,0.806628356,0.052651727
-7.299499989,1652.95761,1652.954408,24.99915467,0.814912604,0.052279465
-7.319499969,1652.957733,1652.95527,24.99952954,0.819096941,0.052967359
-7.33949995,1652.955886,1652.956748,24.99959033,0.849050376,0.050892212
-7.359499931,1652.95761,1652.956009,24.9991724,0.855854058,0.050620585
-7.379499912,1652.956009,1652.956994,24.99942063,0.871817629,0.053092809
-7.399499893,1652.97522,1652.954038,24.99915214,0.894201902,0.054616939
-7.419499874,1652.957364,1652.955024,24.99947635,0.925208906,0.05266057
-7.439499855,1652.957487,1652.95527,24.99934717,0.940117283,0.057900477
-7.459499836,1652.956994,1652.955763,24.99920027,0.959998928,0.054484483
-7.479499817,1652.956871,1652.954408,24.99937757,0.964416095,0.055438982
-7.499499798,1652.95761,1652.957487,24.99915974,0.993588717,0.058027472
-7.519499779,1652.95761,1652.955024,24.9995498,0.996066812,0.059007403
-7.539500237,1652.960812,1652.954285,24.99949661,0.994756899,0.055783463
-7.559500217,1652.955886,1652.955639,24.99952701,1.015133308,0.052722773
-7.579500198,1652.956748,1652.955763,24.99931931,1.019722212,0.054411017
-7.599500179,1652.956994,1652.95527,24.99920787,1.046864421,0.05539627
-7.61950016,1652.957979,1652.955147,24.99907869,1.084863079,0.058287411
-7.639500141,1652.956994,1652.956255,24.99897991,1.092852442,0.058899595
-7.659500122,1652.956625,1652.956009,24.99901537,1.118580709,0.063385609
-7.679500103,1652.954039,1652.956132,24.99946115,1.148319772,0.057825395
-7.699500084,1652.954285,1652.955393,24.99902803,1.150081637,0.058232263
-7.719500065,1652.958718,1652.955393,24.99953967,1.158912605,0.059193546
-7.739500046,1652.958841,1652.955024,24.99938517,1.24903033,0.058137318
-7.759500027,1652.956994,1652.954408,24.99945102,1.263816279,0.05974995
-7.779500008,1652.957856,1652.9549,24.9990027,1.284851373,0.0599418
-7.799499989,1652.955639,1652.955763,24.99930158,1.322454724,0.061532616
-7.819499969,1652.958102,1652.954531,24.99904829,1.362356557,0.060281474
-7.83949995,1652.956502,1652.954654,24.99936744,1.371172372,0.061671814
-7.859499931,1652.958349,1652.955516,24.99912175,1.385450808,0.062678455
-7.879499912,1652.957487,1652.955024,24.99933451,1.40781614,0.061997627
-7.899499893,1652.958472,1652.9549,24.99922813,1.422541956,0.067596217
-7.919499874,1652.957364,1652.956132,24.999565,1.429718576,0.070027394
-7.939499855,1652.956255,1652.955639,24.99931931,1.446931206,0.066317437
-7.959499836,1652.955763,1652.956748,24.99951688,1.486132022,0.066557875
-7.979499817,1652.957733,1652.956625,24.99900523,1.48365062,0.066674914
-7.999499798,1652.956378,1652.955147,24.99938517,1.535763674,0.068137403
-8.019499779,1652.956502,1652.956748,24.99961059,1.557354867,0.069260863
-8.039500237,1652.957117,1652.955516,24.99886593,1.558795386,0.069539762
-8.059499741,1652.955639,1652.955147,24.99946622,1.565577421,0.072790341
-8.079500198,1652.957487,1652.955147,24.99931425,1.581078218,0.070935836
-8.099499702,1652.956871,1652.955639,25.00001332,1.628948126,0.071599978
-8.11950016,1652.956502,1652.956501,24.99951941,1.623411422,0.071152942
-8.139499664,1652.957364,1652.955024,24.99937757,1.651338712,0.072285075
-8.159500122,1652.956378,1652.957363,24.99920787,1.694204325,0.076730836
-8.179499626,1652.955763,1652.955147,24.99941809,1.73495053,0.080589829
-8.199500084,1652.95761,1652.956132,24.99952954,1.735074642,0.077279419
-8.219499588,1652.956748,1652.955147,24.99935224,1.734570616,0.07779069
-8.239500046,1652.956994,1652.955147,24.99929905,1.777695398,0.081351422
-8.25949955,1652.957364,1652.954654,24.99922813,1.794815184,0.082596776
-8.279500008,1652.956502,1652.954531,24.99936237,1.8089843,0.081094298
-8.299500465,1652.956502,1652.9549,24.99906856,1.813695032,0.086459972
-8.319499969,1652.956994,1652.954285,24.99937757,1.83689295,0.082609576
-8.339500427,1652.958102,1652.955393,24.99913441,1.886740235,0.08324248
-8.359499931,1652.955516,1652.955639,24.99946875,1.911679211,0.086235221
-8.379500389,1652.95527,1652.95527,24.99948395,1.980029918,0.084717221
-8.399499893,1652.957364,1652.9549,24.99924079,2.010564406,0.085641666
-8.419500351,1652.956625,1652.955393,24.99946875,1.997830277,0.084900331
-8.439499855,1652.955639,1652.953915,24.99919773,2.036439033,0.085577694
-8.459500313,1652.956378,1652.956625,24.99920027,2.062713299,0.086825964
-8.479499817,1652.956502,1652.956501,24.99913188,2.083652422,0.092151649
-8.499500275,1652.956994,1652.95527,24.99969924,2.139208748,0.092108211
-8.519499779,1652.955886,1652.955024,24.99922306,2.166907417,0.092370522
-8.539500237,1652.956748,1652.953915,24.99913188,2.206144912,0.094577227
-8.559499741,1652.954901,1652.954408,24.99947128,2.24053193,0.090136968
-8.579500198,1652.955886,1652.955393,24.99956247,2.230928387,0.092610576
-8.599499702,1652.955886,1652.956625,24.99928638,2.225123496,0.093019743
-8.61950016,1652.956994,1652.955147,24.9989875,2.265375296,0.090762167
-8.639499664,1652.956625,1652.955639,24.99926359,2.279172436,0.095824212
-8.659500122,1652.955763,1652.954162,24.99905589,2.363080463,0.092660613
-8.679499626,1652.955639,1652.956132,24.99941049,2.38367924,0.094245915
-8.699500084,1652.955516,1652.9549,24.99916987,2.422205496,0.095146788
-8.719499588,1652.955639,1652.955639,24.99920027,2.446406413,0.096508279
-8.739500046,1652.955763,1652.954285,24.9992028,2.479970827,0.095825279
-8.75949955,1652.954408,1652.954162,24.99900017,2.47888268,0.096959096
-8.779500008,1652.95761,1652.955516,24.99950421,2.526093423,0.104794423
-8.799500465,1652.955393,1652.956132,24.99947635,2.558521343,0.102356037
-8.819499969,1652.955639,1652.95527,24.99955993,2.601416541,0.104378678
-8.839500427,1652.954901,1652.9549,24.99922306,2.644808428,0.103973517
-8.859499931,1652.955516,1652.95527,24.99912681,2.675004254,0.101185292
-8.879500389,1652.955393,1652.954531,24.99870129,2.704356789,0.101858604
-8.899499893,1652.955639,1652.954408,24.99897484,2.744566016,0.100770901
-8.919500351,1652.956255,1652.952684,24.99913948,2.800939655,0.10415383
-8.939499855,1652.956378,1652.954285,24.99915467,2.851810986,0.104938919
-8.959500313,1652.956378,1652.954408,24.99885326,2.891751062,0.107354011
-8.979499817,1652.954901,1652.954285,24.99925092,2.892548892,0.108467955
-8.999500275,1652.956009,1652.955147,24.99910148,2.932287406,0.1046668
-9.019499779,1652.956378,1652.954408,24.99927625,2.957336664,0.105043421
-9.039500237,1652.955639,1652.954162,24.99930158,3.016263022,0.105469312
-9.059499741,1652.954531,1652.9549,24.9994029,3.075132374,0.105398184
-9.079999924,1652.955516,1652.954531,24.9992104,3.093371095,0.108211199
-9.100000381,1652.955763,1652.953669,24.99941303,3.129994056,0.108138281
-9.119999886,1652.957364,1652.955147,24.99953967,3.183070544,0.108262927
-9.140000343,1652.95761,1652.9549,24.99945102,3.228607454,0.106566261
-9.159999847,1652.956009,1652.954531,24.99949661,3.252335495,0.110073491
-9.180000305,1652.956255,1652.9533,24.99945102,3.278170557,0.110354081
-9.199999809,1652.954408,1652.954408,24.99953461,3.32589723,0.110522638
-9.220000267,1652.956994,1652.9549,24.99945862,3.41297517,0.110651057
-9.239999771,1652.957856,1652.954162,24.99953461,3.442569195,0.117323253
-9.260000229,1652.955639,1652.956378,24.99927879,3.477960175,0.116785509
-9.279999733,1652.955639,1652.954285,24.99944089,3.527331816,0.118067453
-9.300000191,1652.954654,1652.954654,24.99968151,3.581379795,0.117857059
-9.319999695,1652.955024,1652.953423,24.9995726,3.662197764,0.119990719
-9.340000153,1652.955024,1652.954038,24.99948648,3.722513889,0.12002915
-9.359999657,1652.955024,1652.954038,24.9999196,3.796864315,0.1169138
-9.380000114,1652.954408,1652.954531,24.99913694,3.834157626,0.116388496
-9.399999619,1652.955516,1652.953546,24.99963339,3.892827581,0.117186536
-9.420000076,1652.958472,1652.9549,24.9993649,3.938278143,0.120251781
-9.43999958,1652.956502,1652.9549,24.99935477,3.984073862,0.118737277
-9.460000038,1652.955639,1652.954285,24.99948648,4.04353852,0.121539234
-9.479999542,1652.955516,1652.954531,24.99977523,4.119296993,0.122221935
-9.5,1652.956009,1652.954038,24.9994029,4.151354983,0.120463641
-9.520000458,1652.956009,1652.9533,24.9993725,4.207040472,0.126560563
-9.539999962,1652.954531,1652.954654,24.99945609,4.263781396,0.123194252
-9.56000042,1652.955639,1652.953915,24.99971697,4.306422116,0.122452443
-9.579999924,1652.955393,1652.954408,24.99933451,4.400843601,0.125563057
-9.600000381,1652.953792,1652.954531,24.9990103,4.451832068,0.125515523
-9.619999886,1652.954777,1652.953176,24.99931931,4.524434339,0.124599767
-9.640000343,1652.955886,1652.953546,24.99932691,4.604925913,0.12426599
-9.659999847,1652.954285,1652.953915,24.99983095,4.675020926,0.124614138
-9.680000305,1652.955639,1652.9533,24.99951941,4.727148051,0.126708366
-9.699999809,1652.953792,1652.953176,24.99953967,4.813546018,0.12541614
-9.720000267,1652.954777,1652.954162,24.99957513,4.920204101,0.128802068
-9.739999771,1652.956625,1652.955024,24.99954474,4.977749349,0.126620123
-9.760000229,1652.954285,1652.953176,24.99942823,5.004104912,0.12934091
-9.779999733,1652.954901,1652.955147,24.99929652,5.068282466,0.130408206
-9.800000191,1652.955886,1652.953423,24.9993649,5.173117831,0.12960546
-9.819999695,1652.955763,1652.953669,24.99925346,5.268633235,0.131734956
-9.840000153,1652.954901,1652.954162,24.9993953,5.367334185,0.13139061
-9.859999657,1652.954408,1652.953915,24.99968658,5.433874201,0.131638474
-9.880000114,1652.957364,1652.954038,24.99940543,5.487629697,0.138032658
-9.899999619,1652.954777,1652.954038,24.99928638,5.532430354,0.135243727
-9.920000076,1652.956255,1652.953546,24.99912175,5.594688017,0.137181611
-9.93999958,1652.956871,1652.953669,24.99918,5.672422184,0.13429483
-9.960000038,1652.955639,1652.954038,24.99926105,5.808757033,0.135470408
-9.979999542,1652.957733,1652.954408,24.99976003,5.88534244,0.132203218
-10,1652.955393,1652.952314,24.99944596,6.019996964,0.136601865
-10.02000046,1652.955763,1652.953176,,6.070121457,0.135656081
-10.03999996,1652.956502,1652.953053,,6.144828344,0.136716191
-10.06000042,1652.955393,1652.953669,,6.23281668,0.138276854
-10.07999992,1652.955516,1652.952438,,6.291885429,0.136849052
-10.10000038,1652.954901,1652.951945,,6.316412021,0.137412533
-10.11999989,1652.955393,1652.9533,,6.428474276,0.139678182
-10.14000034,1652.955639,1652.953053,,6.536814607,0.138818025
-10.15999985,1652.955763,1652.952438,,6.636349227,0.140189003
-10.18000031,1652.953669,1652.952561,,6.714192592,0.138713892
-10.19999981,1652.955886,1652.953053,,6.795412484,0.138112047
-10.22000027,1652.954777,1652.952438,,6.898611299,0.13879035
-10.23999977,1652.965368,1652.952438,,6.993532119,0.136789882
-10.26000023,1652.954654,1652.952438,,7.126384611,0.137426258
-10.27999973,1652.956378,1652.953053,,7.230671092,0.136911273
-10.30000019,1652.955516,1652.951822,,7.378324204,0.142383906
-10.3199997,1652.955024,1652.952068,,7.44176382,0.138125351
-10.34000015,1652.954901,1652.951945,,7.535786991,0.140205117
-10.35999966,1652.952438,1652.952684,,7.677013208,0.140585437
-10.38000011,1652.954777,1652.951452,,7.817704973,0.1420257
-10.39999962,1652.9533,1652.944802,,7.884150702,0.140983675
-10.42000008,1652.95527,1652.957117,,8.043204819,0.139874046
-10.43999958,1652.955516,1652.963644,,8.171905324,0.144432343
-10.46000004,1652.954901,1652.95293,,8.299580221,0.143526953
-10.47999954,1652.954901,1652.956132,,8.384321916,0.146871563
-10.5,1652.955763,1652.952191,,8.607223584,0.13906416
-10.52000046,1652.954408,1652.951945,,8.723648527,0.137169615
-10.53999996,1652.953546,1652.95293,,8.933135493,0.140822101
-10.56000042,1652.955024,1652.952068,,9.022960016,0.140302306
-10.57999992,1652.960565,1652.952684,,9.11702552,0.144565551
-10.60000038,1652.954285,1652.952561,,9.245405643,0.139921686
-10.61999989,1652.954408,1652.9533,,9.397796186,0.146288419
-10.64000034,1652.955024,1652.953546,,9.55414966,0.145784679
-10.65999985,1652.954777,1652.952561,,9.737067956,0.147782035
-10.68000031,1652.954654,1652.95293,,9.913288042,0.152735144
-10.69999981,1652.956255,1652.952068,,10.02591842,0.155726765
-10.72000027,1652.956009,1652.951822,,10.16295273,0.151538339
-10.73999977,1652.956255,1652.954285,,10.37965167,0.151700093
-10.76000023,1652.955763,1652.952684,,10.562569,0.153653838
-10.77999973,1652.956994,1652.953176,,10.71513561,0.150140512
-10.80000019,1652.954654,1652.952314,,10.88305654,0.15559001
-10.8199997,1652.953792,1652.953176,,11.06707645,0.153728568
-10.84000015,1652.955886,1652.95293,,11.14414435,0.152964005
-10.85999966,1652.954654,1652.953546,,11.17994543,0.156088728
-10.88000011,1652.954777,1652.952314,,11.36013903,0.152172655
-10.89999962,1652.95527,1652.953176,,11.58540364,0.153589753
-10.92000008,1652.955024,1652.95293,,11.73403714,0.152326607
-10.93999958,1652.955024,1652.953176,,11.92395094,0.15691497
-10.96000004,1652.954901,1652.952561,,12.07680234,0.16119857
-10.97999954,1652.955639,1652.953423,,12.27593315,0.160939943
-11,1652.954777,1652.952068,,12.44173454,0.157908034
-11.02000046,1652.955024,1652.953669,,12.72801233,0.15822789
-11.03999996,1652.95527,1652.952314,,12.90106803,0.155895134
-11.06000042,1652.955886,1652.953053,,13.09643315,0.153111073
-11.07999992,1652.955763,1652.952314,,13.41282402,0.155128467
-11.10000038,1652.953792,1652.954654,,13.54922717,0.156188863
-11.11999989,1652.954531,1652.953546,,13.77005261,0.151660572
-11.14000034,1652.955393,1652.953546,,14.20907018,0.151957473
-11.15999985,1652.956255,1652.952068,,14.4114587,0.152315934
-11.18000031,1652.953669,1652.952191,,14.68918717,0.153731288
-11.19999981,1652.953915,1652.952561,,14.92362646,0.156336667
-11.22000027,1652.954777,1652.952684,,15.13410152,0.152810879
-11.23999977,1652.954285,1652.9533,,15.37031109,0.154563965
-11.26000023,1652.954654,1652.9533,,15.62905329,0.155905266
-11.27999973,1652.954777,1652.953423,,15.91391677,0.155103512
-11.30000019,1652.956625,1652.953915,,16.18085037,0.152762083
-11.3199997,1652.956009,1652.9533,,16.44704699,0.160250215
-11.34000015,1652.955393,1652.952561,,16.72040941,0.158857155
-11.35999966,1652.956255,1652.953053,,17.06582232,0.162199119
-11.38000011,1652.955639,1652.953423,,17.38008404,0.164685392
-11.39999962,1652.955024,1652.95096,,17.67066053,0.163649681
-11.42000008,1652.955886,1652.9533,,17.98074477,0.164737692
-11.43999958,1652.955516,1652.952438,,18.26343388,0.165638227
-11.46000004,1652.955763,1652.953669,,18.58190387,0.165606959
-11.47999954,1652.955024,1652.9533,,18.91321226,0.164135562
-11.5,1652.955516,1652.954654,,19.22742587,0.164630988
-11.52000046,1652.95527,1652.953915,,19.62474078,0.166156233
-11.53999996,1652.954777,1652.953546,,19.96362289,0.172210627
-11.56000042,1652.954039,1652.954654,,20.27454032,0.168333549
-11.57999992,1652.954531,1652.953546,,20.65040979,0.169747851
-11.60000038,1652.955516,1652.952684,,21.02941767,0.170986086
-11.61999989,1652.954285,1652.9533,,21.30571068,0.166384329
-11.64000034,1652.95527,1652.95293,,21.63557205,0.172915237
-11.65999985,1652.954654,1652.953423,,21.98953428,0.16751353
-11.68000031,1652.954777,1652.9533,,22.45242469,0.166964196
-11.69999981,1652.954777,1652.954038,,22.80025635,0.170052494
-11.72000027,1652.95527,1652.953053,,23.23470101,0.172505303
-11.73999977,1652.956009,1652.95293,,23.6028486,0.171924414
-11.76000023,1652.954531,1652.952684,,24.02724691,0.166643076
-11.77999973,1652.954408,1652.953053,,24.45040986,0.174399052
-11.80000019,1652.95527,1652.952191,,24.85627024,0.173136312
-11.8199997,1652.954654,1652.95293,,25.4261954,0.171663592
-11.84000015,1652.954654,1652.95293,,25.91300386,0.17354802
-11.85999966,1652.954777,1652.953546,,26.26475324,0.175345137
-11.88000011,1652.953176,1652.953546,,26.73943912,0.178448843
-11.89999962,1652.953669,1652.9533,,27.15193035,0.173671486
-11.92000008,1652.95527,1652.953176,,27.76653591,0.176285404
-11.93999958,1652.954654,1652.952561,,28.31752481,0.17481769
-11.96000004,1652.953669,1652.95293,,28.68892433,0.177448114
-11.97999954,1652.955393,1652.953423,,29.23871637,0.177053393
-12,1652.953546,1652.954038,,29.69846453,0.183560189
-12.02000046,1652.955393,1652.9533,,30.26818957,0.186125265
-12.03999996,1652.955393,1652.953669,,30.85158619,0.19124599
-12.06000042,1652.955393,1652.951083,,31.33624146,0.191531451
-12.07999992,1652.954531,1652.953176,,32.10515792,0.189084054
-12.10000038,1652.953915,1652.952561,,32.59269952,0.183276983
-12.11999989,1652.955393,1652.9533,,33.21224454,0.186149588
-12.14000034,1652.954901,1652.951945,,33.87977962,0.18762109
-12.15999985,1652.954654,1652.952684,,34.53612728,0.194299202
-12.18000031,1652.954039,1652.952191,,35.14783688,0.194381462
-12.19999981,1652.954901,1652.952068,,35.78388402,0.208156789
-12.22000027,1652.956255,1652.953053,,36.60502189,0.199647406
-12.23999977,1652.953915,1652.953053,,37.14881037,0.206934458
-12.26000023,1652.955516,1652.952191,,37.78854816,0.216588872
-12.27999973,1652.955516,1652.9533,,38.47310874,0.214451063
-12.30000019,1652.954654,1652.952561,,39.28051538,0.215914554
-12.3199997,1652.954777,1652.954038,,40.15341478,0.221901088
-12.34000015,1652.954777,1652.952561,,40.70168669,0.218173738
-12.35999966,1652.954408,1652.951945,,41.62139082,0.219203888
-12.38000011,1652.955024,1652.951945,,42.64443328,0.221818933
-12.39999962,1652.954901,1652.952561,,43.40465804,0.235373846
-12.42000008,1652.953915,1652.954038,,44.28596244,0.229987864
-12.43999958,1652.956009,1652.952561,,45.31307654,0.236983817
-12.46000004,1652.954777,1652.952438,,46.43420419,0.234307362
-12.47999954,1652.953669,1652.953053,,47.34947108,0.241424376
-12.5,1652.953546,1652.952438,,48.61692413,0.239040884
-12.52000046,1652.954039,1652.95293,,49.70100285,0.243673008
-12.53999996,1652.953176,1652.952684,,50.48926735,0.236519945
-12.56000042,1652.954039,1652.954531,,51.82214389,0.245811102
-12.57999992,1652.953546,1652.952561,,52.86624116,0.248447645
-12.60000038,1652.953546,1652.954038,,54.45261447,0.248320842
-12.61999989,1652.954039,1652.953176,,55.70862227,0.262299174
-12.64000034,1652.954285,1652.953176,,56.90355916,0.269931413
-12.65999985,1652.954285,1652.951945,,58.48024979,0.274730809
-12.68000031,1652.952561,1652.953546,,59.74921914,0.277135633
-12.69999981,1652.954039,1652.952684,,61.27716927,0.288761651
-12.72000027,1652.954901,1652.953423,,62.85742741,0.28405068
-12.73999977,1652.954531,1652.951822,,64.36742842,0.290908871
-12.76000023,1652.953546,1652.951822,,66.20611318,0.29548611
-12.77999973,1652.954408,1652.95293,,67.99401392,0.312617653
-12.80000019,1652.954777,1652.954285,,69.74675531,0.290728415
-12.8199997,1652.953669,1652.952314,,71.9157594,0.286924743
-12.84000015,1652.953915,1652.951945,,74.03006947,0.307095681
-12.85999966,1652.954901,1652.951945,,76.16856312,0.303435123
-12.88000011,1652.954777,1652.952561,,78.63114934,0.311201486
-12.89999962,1652.95293,1652.95293,,80.98842684,0.323120257
-12.92000008,1652.95293,1652.952068,,83.11027215,0.349670166
-12.93999958,1652.954777,1652.951822,,85.53130291,0.344192632
-12.96000004,1652.955639,1652.952191,,88.7162029,0.345603507
-12.97999954,1652.954039,1652.951206,,91.49991838,0.404062519
-13,1652.954285,1652.952191,,94.27401276,0.331819777
-13.02000046,1652.954408,1652.952191,,97.40332588,0.334400727
-13.03999996,1652.953669,1652.952684,,100.5221405,0.331109018
-13.06000042,1652.954531,1652.951945,,104.0995429,0.345823499
-13.07999992,1652.954901,1652.953669,,107.2084439,0.359565228
-13.10000038,1652.953915,1652.953053,,111.3757045,0.345505793
-13.11999989,1652.955763,1652.952068,,114.4146254,0.353001292
-13.14000034,1652.955886,1652.951945,,118.2712091,0.379306644
-13.15999985,1652.954654,1652.951945,,122.5937081,0.373347214
-13.18000031,1652.9533,1652.952561,,126.9888964,0.379240018
-13.19999981,1652.954408,1652.9533,,131.0906565,0.382652893
-13.22000027,1652.9533,1652.952314,,135.1094289,0.389488716
-13.23999977,1652.954408,1652.951575,,140.2745593,0.394514989
-13.26000023,1652.954777,1652.952684,,145.3076266,0.452545231
-13.27999973,1652.954408,1652.951575,,149.8836839,0.437898758
-13.30000019,1652.953423,1652.951575,,154.9249869,0.442350442
-13.3199997,1652.95293,1652.953423,,159.9720471,0.439191414
-13.34000015,1652.954408,1652.952314,,165.2156857,0.456444904
