V,J
1.200000048,-39.861847443
1.170199990,-26.040000195
1.140450001,-15.765995971
1.110649943,-6.526043776
1.080850005,-1.127664451
1.051049948,4.30157955
1.021299958,7.748789494
0.991500020,9.926740274
0.961700022,11.285070009
0.931900024,12.136648088
0.902149975,12.646013949
0.872349977,12.96377638
0.842549980,13.163106138
0.812749982,13.294330362
0.782999992,13.38826956
0.753199995,13.445528938
0.723399997,13.496849334
0.693599999,13.544483246
0.663850009,13.575175259
0.634050012,13.60857078
0.604250014,13.627499192
0.574450016,13.656308772
0.544700027,13.666799
0.514900029,13.687875827
0.485100001,13.692970604
0.455300003,13.711563647
0.425550014,13.710328822
0.395749986,13.728192021
0.365949988,13.737757094
0.336149991,13.736161202
0.306400001,13.741655594
0.276600003,13.747491779
0.246800005,13.753475732
0.216999993,13.767162885
0.187250003,13.771806648
0.157450005,13.773894671
0.127649993,13.781549043
0.097850002,13.796271855
0.068099998,13.796596944
0.038300000,13.804587969
0.008500000,13.813200904
-0.021299999,13.821109694
-0.051050000,13.830873932
-0.080849998,13.840504538
-0.110650003,13.850903535
-0.140450001,13.870658162
-0.170200005,13.879876302
-0.200000003,13.883393176
Jsc:,13.813201
Eff:,11.408601
Voc:,1.08085
FF:,0.764139
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
