V,J
-0.200000003,11.386591622
-0.170200005,11.340021639
-0.140450001,11.316810531
-0.110650003,11.294378095
-0.080849998,11.277122672
-0.051050000,11.255700197
-0.021299999,11.235554949
0.008500000,11.216641957
0.038300000,11.198352159
0.068099998,11.177531034
0.097850002,11.159245091
0.127649993,11.135834818
0.157450005,11.117348425
0.187250003,11.098118053
0.216999993,11.073714523
0.246800005,11.053772296
0.276600003,11.032041436
0.306400001,11.010374822
0.336149991,10.98459384
0.365949988,10.959613373
0.395749986,10.935556777
0.425550014,10.907384526
0.455300003,10.880253074
0.485100001,10.848310817
0.514900029,10.820468795
0.544700027,10.786609412
0.574450016,10.75117598
0.604250014,10.712312408
0.634050012,10.668977254
0.663850009,10.611923467
0.693599999,10.546188643
0.723399997,10.462990879
0.753199995,10.355460898
0.782999992,10.218622783
0.812749982,10.048793259
0.842549980,9.833539915
0.872349977,9.56630122
0.902149975,9.231287863
0.931900024,8.815672957
0.961700022,8.287221922
0.991500020,7.604963889
1.021299958,6.67758286
1.051049948,5.334006454
1.080850005,3.267672076
1.110649943,1.001744769
1.140450001,-4.164599449
1.170199990,-11.337512156
1.200000048,-20.628259209
Jsc:,11.216642
Eff:,8.345163
Voc:,1.11065
FF:,0.669877
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
