V,J
1.200000048,-34.199490995
1.170199990,-21.6106105
1.140450001,-11.296329915
1.110649943,-4.685316446
1.080850005,-1.472587647
1.051049948,1.491225342
1.021299958,3.946088468
0.991500020,5.26799826
0.961700022,6.049113589
0.931900024,6.520047616
0.902149975,6.819407175
0.872349977,7.017308725
0.842549980,7.146861888
0.812749982,7.251678081
0.782999992,7.331016536
0.753199995,7.388988411
0.723399997,7.439556477
0.693599999,7.486963597
0.663850009,7.514450977
0.634050012,7.541394827
0.604250014,7.569380762
0.574450016,7.589118685
0.544700027,7.603872335
0.514900029,7.614912517
0.485100001,7.622696667
0.455300003,7.635754843
0.425550014,7.638604834
0.395749986,7.643821679
0.365949988,7.650248293
0.336149991,7.653668796
0.306400001,7.658679409
0.276600003,7.66246098
0.246800005,7.6669165
0.216999993,7.671243527
0.187250003,7.6750675
0.157450005,7.680412839
0.127649993,7.683321937
0.097850002,7.689026417
0.068099998,7.691190251
0.038300000,7.69542669
0.008500000,7.701752436
-0.021299999,7.706939728
-0.051050000,7.711695281
-0.080849998,7.717753118
-0.110650003,7.72412962
-0.140450001,7.733762795
-0.170200005,7.738810028
-0.200000003,7.745165971
Jsc:,7.701752
Eff:,6.152128
Voc:,1.08085
FF:,0.739044
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
