V,J
1.200000048,-46.935460837
1.170199990,-27.338858533
1.140450001,-17.200853361
1.110649943,-9.325381253
1.080850005,-4.990345148
1.051049948,-2.381484532
1.021299958,-1.014168266
0.991500020,0.298819102
0.961700022,1.076107947
0.931900024,1.605098094
0.902149975,1.956662889
0.872349977,2.265215211
0.842549980,2.445551988
0.812749982,2.592332628
0.782999992,2.694657488
0.753199995,2.789994055
0.723399997,2.860528762
0.693599999,2.911937177
0.663850009,2.965269144
0.634050012,2.99959785
0.604250014,3.045634264
0.574450016,3.077057406
0.544700027,3.106702195
0.514900029,3.127670445
0.485100001,3.155636463
0.455300003,3.177358971
0.425550014,3.201193916
0.395749986,3.224784402
0.365949988,3.248362038
0.336149991,3.267717049
0.306400001,3.285632288
0.276600003,3.304048973
0.246800005,3.324327533
0.216999993,3.340776016
0.187250003,3.356178559
0.157450005,3.377568269
0.127649993,3.397028644
0.097850002,3.415912083
0.068099998,3.436791673
0.038300000,3.453568135
0.008500000,3.475557268
-0.021299999,3.492743947
-0.051050000,3.513820774
-0.080849998,3.531239385
-0.110650003,3.556781048
-0.140450001,3.577740945
-0.170200005,3.598598048
-0.200000003,3.628016046
Jsc:,3.475557
Eff:,2.109917
Voc:,0.9915
FF:,0.612277
V_MPP:,0.783
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
