V,J
-0.200000003,18.082119917
-0.170200005,18.025709884
-0.140450001,17.99645957
-0.110650003,17.970381767
-0.080849998,17.94593455
-0.051050000,17.923869606
-0.021299999,17.898118177
0.008500000,17.876035244
0.038300000,17.85018359
0.068099998,17.826887676
0.097850002,17.802640909
0.127649993,17.776029857
0.157450005,17.749691211
0.187250003,17.722956805
0.216999993,17.695367916
0.246800005,17.66565374
0.276600003,17.634360377
0.306400001,17.604943022
0.336149991,17.574685317
0.365949988,17.5393701
0.395749986,17.501319251
0.425550014,17.463951988
0.455300003,17.425099338
0.485100001,17.384249896
0.514900029,17.338996973
0.544700027,17.28883302
0.574450016,17.234638218
0.604250014,17.174174207
0.634050012,17.102324367
0.663850009,17.013645702
0.693599999,16.906231366
0.723399997,16.76571319
0.753199995,16.597304164
0.782999992,16.379594663
0.812749982,16.115101879
0.842549980,15.789167246
0.872349977,15.389560732
0.902149975,14.897091797
0.931900024,14.298282734
0.961700022,13.551636492
0.991500020,12.588957592
1.021299958,11.276182098
1.051049948,9.362585971
1.080850005,6.437361257
1.110649943,2.983879533
1.140450001,-4.382632433
1.170199990,-14.025505959
1.200000048,-26.446888449
Jsc:,17.876035
Eff:,13.439411
Voc:,1.11065
FF:,0.676911
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
