V,J
-0.200000003,20.317071802
-0.170200005,20.30359281
-0.140450001,20.295464296
-0.110650003,20.287644167
-0.080849998,20.280781317
-0.051050000,20.273607512
-0.021299999,20.267168691
0.008500000,20.258611009
0.038300000,20.2504735
0.068099998,20.242849967
0.097850002,20.234986151
0.127649993,20.226693165
0.157450005,20.218357777
0.187250003,20.209403049
0.216999993,20.199397242
0.246800005,20.189992785
0.276600003,20.179272553
0.306400001,20.170170057
0.336149991,20.158211146
0.365949988,20.142818881
0.395749986,20.128272106
0.425550014,20.1112711
0.455300003,20.089698287
0.485100001,20.066493604
0.514900029,20.035639689
0.544700027,19.994134928
0.574450016,19.94305867
0.604250014,19.874792519
0.634050012,19.785552337
0.663850009,19.668578067
0.693599999,19.516555847
0.723399997,19.323051996
0.753199995,19.076911971
0.782999992,18.76744638
0.812749982,18.379553355
0.842549980,17.890644981
0.872349977,17.270969821
0.902149975,16.462551502
0.931900024,15.376190959
0.961700022,13.863372567
0.991500020,11.706952197
1.021299958,8.614307858
1.051049948,4.280429481
1.080850005,0.497004643
1.110649943,-7.95969975
1.140450001,-18.131827718
1.170199990,-29.814205488
1.200000048,-44.350799124
Jsc:,20.258611
Eff:,15.073763
Voc:,1.08085
FF:,0.688409
V_MPP:,0.84255
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
