V,J
1.200000048,-39.2363785
1.170199990,-26.068384461
1.140450001,-16.333539939
1.110649943,-7.816307811
1.080850005,-2.829112687
1.051049948,1.507857088
1.021299958,4.691251892
0.991500020,6.537658325
0.961700022,7.64887341
0.931900024,8.323631906
0.902149975,8.730707761
0.872349977,8.987911096
0.842549980,9.155956484
0.812749982,9.263803202
0.782999992,9.336213275
0.753199995,9.400073375
0.723399997,9.438352301
0.693599999,9.476953745
0.663850009,9.503746616
0.634050012,9.532895419
0.604250014,9.5546629
0.574450016,9.573823885
0.544700027,9.585115272
0.514900029,9.600661729
0.485100001,9.612382927
0.455300003,9.624213345
0.425550014,9.627531053
0.395749986,9.63538716
0.365949988,9.640836579
0.336149991,9.644304625
0.306400001,9.645817639
0.276600003,9.658149825
0.246800005,9.661159148
0.216999993,9.665189997
0.187250003,9.672140223
0.157450005,9.676006599
0.127649993,9.683290909
0.097850002,9.686754457
0.068099998,9.691817753
0.038300000,9.697952686
0.008500000,9.704879783
-0.021299999,9.70939441
-0.051050000,9.715722727
-0.080849998,9.723295505
-0.110650003,9.731284603
-0.140450001,9.741874414
-0.170200005,9.747853227
-0.200000003,9.759672723
Jsc:,9.70488
Eff:,7.876408
Voc:,1.05105
FF:,0.772173
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
