V,J
-0.200000003,19.993835538
-0.170200005,19.974845449
-0.140450001,19.964270415
-0.110650003,19.952451561
-0.080849998,19.942623076
-0.051050000,19.931928542
-0.021299999,19.923095883
0.008500000,19.912969292
0.038300000,19.890602388
0.068099998,19.890754011
0.097850002,19.881187652
0.127649993,19.859474781
0.157450005,19.859420814
0.187250003,19.837303188
0.216999993,19.825946912
0.246800005,19.813339107
0.276600003,19.801155331
0.306400001,19.788484564
0.336149991,19.772835312
0.365949988,19.758476138
0.395749986,19.741580497
0.425550014,19.724106634
0.455300003,19.703440987
0.485100001,19.677666429
0.514900029,19.643384301
0.544700027,19.609456816
0.574450016,19.561948828
0.604250014,19.500247423
0.634050012,19.426441908
0.663850009,19.333815916
0.693599999,19.224172213
0.723399997,19.075316079
0.753199995,18.897492317
0.782999992,18.679101799
0.812749982,18.407184647
0.842549980,18.066978216
0.872349977,17.628186253
0.902149975,17.035127284
0.931900024,16.198467328
0.961700022,14.944658892
0.991500020,13.030698486
1.021299958,10.1618459
1.051049948,6.061662287
1.080850005,1.566003715
1.110649943,-5.980376509
1.140450001,-15.066239662
1.170199990,-25.579740785
1.200000048,-37.85351867
Jsc:,19.912969
Eff:,15.377948
Voc:,1.08085
FF:,0.714491
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
