V,J
1.200000048,-36.171728449
1.170199990,-22.247016829
1.140450001,-11.800931228
1.110649943,-2.357605096
1.080850005,4.511851513
1.051049948,9.411696276
1.021299958,12.827889118
0.991500020,15.153005055
0.961700022,16.699817749
0.931900024,17.706038036
0.902149975,18.34735154
0.872349977,18.75218261
0.842549980,19.008089443
0.812749982,19.175186548
0.782999992,19.287568451
0.753199995,19.373074606
0.723399997,19.435531554
0.693599999,19.488753658
0.663850009,19.534362509
0.634050012,19.572694759
0.604250014,19.605721503
0.574450016,19.631638689
0.544700027,19.655214719
0.514900029,19.673383733
0.485100001,19.690726532
0.455300003,19.70368384
0.425550014,19.717296466
0.395749986,19.728429163
0.365949988,19.738857715
0.336149991,19.745863193
0.306400001,19.754708701
0.276600003,19.763366609
0.246800005,19.765670502
0.216999993,19.774895067
0.187250003,19.783631356
0.157450005,19.791777858
0.127649993,19.799131555
0.097850002,19.805603784
0.068099998,19.815370593
0.038300000,19.822319534
0.008500000,19.829973905
-0.021299999,19.835735564
-0.051050000,19.847150948
-0.080849998,19.854056201
-0.110650003,19.863790886
-0.140450001,19.872501476
-0.170200005,19.879607179
-0.200000003,19.888527214
Jsc:,19.829974
Eff:,16.552063
Voc:,1.11065
FF:,0.751541
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
