V,J
1.200000048,-37.016351162
1.170199990,-22.006103929
1.140450001,-8.957952782
1.110649943,-3.192226017
1.080850005,5.042014405
1.051049948,9.99572599
1.021299958,13.330127431
0.991500020,15.584711874
0.961700022,17.08073999
0.931900024,18.046680061
0.902149975,18.661173069
0.872349977,19.057297403
0.842549980,19.322281033
0.812749982,19.510179988
0.782999992,19.650737998
0.753199995,19.760737627
0.723399997,19.847846099
0.693599999,19.919509623
0.663850009,19.97759136
0.634050012,20.025537512
0.604250014,20.06278399
0.574450016,20.095345587
0.544700027,20.120094765
0.514900029,20.142367868
0.485100001,20.158973113
0.455300003,20.17134449
0.425550014,20.182135394
0.395749986,20.190820285
0.365949988,20.198389851
0.336149991,20.205327227
0.306400001,20.210777932
0.276600003,20.216069303
0.246800005,20.22188493
0.216999993,20.227646589
0.187250003,20.232889133
0.157450005,20.236564054
0.127649993,20.242479905
0.097850002,20.249511082
0.068099998,20.253922272
0.038300000,20.259037608
0.008500000,20.264923906
-0.021299999,20.271150712
-0.051050000,20.276854549
-0.080849998,20.281098697
-0.110650003,20.287370476
-0.140450001,20.295224013
-0.170200005,20.301202826
-0.200000003,20.30911804
Jsc:,20.264924
Eff:,16.835177
Voc:,1.11065
FF:,0.74799
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
