V,J
1.200000048,-33.462967489
1.170199990,-20.532342492
1.140450001,-9.258912088
1.110649943,-1.498879231
1.080850005,5.411867553
1.051049948,10.179094256
1.021299958,13.411715812
0.991500020,15.586766488
0.961700022,17.027402241
0.931900024,17.970095226
0.902149975,18.573859008
0.872349977,18.958651479
0.842549980,19.202007045
0.812749982,19.361867382
0.782999992,19.471009959
0.753199995,19.550828981
0.723399997,19.613487664
0.693599999,19.66217394
0.663850009,19.704490781
0.634050012,19.74037651
0.604250014,19.770602091
0.574450016,19.797498399
0.544700027,19.817466325
0.514900029,19.834536718
0.485100001,19.849438136
0.455300003,19.864257318
0.425550014,19.873258304
0.395749986,19.882003588
0.365949988,19.891052116
0.336149991,19.897760774
0.306400001,19.904166187
0.276600003,19.911559716
0.246800005,19.918619162
0.216999993,19.922824762
0.187250003,19.929458893
0.157450005,19.935564915
0.127649993,19.940080185
0.097850002,19.947615057
0.068099998,19.952285805
0.038300000,19.958592277
0.008500000,19.966303186
-0.021299999,19.97258396
-0.051050000,19.977963992
-0.080849998,19.984271749
-0.110650003,19.991633155
-0.140450001,19.997216208
-0.170200005,20.004013527
-0.200000003,20.010678496
Jsc:,19.966303
Eff:,16.756406
Voc:,1.11065
FF:,0.755624
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
