V,J
1.200000048,-32.500932343
1.170199990,-18.215460433
1.140450001,-7.417219769
1.110649943,-1.192634978
1.080850005,3.507840355
1.051049948,6.300248165
1.021299958,8.06343017
0.991500020,9.244690401
0.961700022,10.102600009
0.931900024,10.797130479
0.902149975,11.36245536
0.872349977,11.856944216
0.842549980,12.259906986
0.812749982,12.629747927
0.782999992,12.98161388
0.753199995,13.292462063
0.723399997,13.582161463
0.693599999,13.844261694
0.663850009,14.123558242
0.634050012,14.361164997
0.604250014,14.613914739
0.574450016,14.849355091
0.544700027,15.058878256
0.514900029,15.281378004
0.485100001,15.489348965
0.455300003,15.708699331
0.425550014,15.906597669
0.395749986,16.118030251
0.365949988,16.320599336
0.336149991,16.516725744
0.306400001,16.694748671
0.276600003,16.896897582
0.246800005,17.090271655
0.216999993,17.285576989
0.187250003,17.480694722
0.157450005,17.672989448
0.127649993,17.868998927
0.097850002,18.066168705
0.068099998,18.254032967
0.038300000,18.469163599
0.008500000,18.676907126
-0.021299999,18.890303093
-0.051050000,19.108408355
-0.080849998,19.334607437
-0.110650003,19.569431018
-0.140450001,19.799893523
-0.170200005,20.063016564
-0.200000003,20.331621147
Jsc:,18.676907
Eff:,10.343405
Voc:,1.11065
FF:,0.498633
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
