V,J
1.200000048,-25.250753141
1.170199990,-14.666887566
1.140450001,-6.416475886
1.110649943,-1.554420165
1.080850005,1.890974002
1.051049948,4.369761858
1.021299958,5.822690927
0.991500020,6.807894137
0.961700022,7.521696738
0.931900024,8.0656968
0.902149975,8.491437012
0.872349977,8.824313518
0.842549980,9.085146158
0.812749982,9.294360296
0.782999992,9.459143871
0.753199995,9.58674393
0.723399997,9.695442561
0.693599999,9.77901103
0.663850009,9.850790199
0.634050012,9.912632947
0.604250014,9.966826464
0.574450016,10.015519807
0.544700027,10.061909899
0.514900029,10.109773814
0.485100001,10.150576999
0.455300003,10.192918254
0.425550014,10.23559552
0.395749986,10.275222345
0.365949988,10.313575154
0.336149991,10.351511001
0.306400001,10.390762624
0.276600003,10.426275722
0.246800005,10.463507424
0.216999993,10.496021478
0.187250003,10.532536827
0.157450005,10.569853334
0.127649993,10.603712717
0.097850002,10.63820429
0.068099998,10.669870286
0.038300000,10.703725814
0.008500000,10.735179795
-0.021299999,10.764166696
-0.051050000,10.794876698
-0.080849998,10.824322322
-0.110650003,10.854341028
-0.140450001,10.88362475
-0.170200005,10.909935126
-0.200000003,10.938063689
Jsc:,10.73518
Eff:,7.69789
Voc:,1.11065
FF:,0.645632
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
