V,J
1.200000048,-37.012984627
1.170199990,-21.991548159
1.140450001,-8.935016651
1.110649943,-3.577684729
1.080850005,4.894182687
1.051049948,9.954552743
1.021299958,13.325428415
0.991500020,15.598445284
0.961700022,17.099852147
0.931900024,18.066741787
0.902149975,18.679818794
0.872349977,19.076083186
0.842549980,19.340758432
0.812749982,19.526898308
0.782999992,19.670100718
0.753199995,19.779725146
0.723399997,19.865628346
0.693599999,19.936795885
0.663850009,19.994492141
0.634050012,20.042144042
0.604250014,20.079993156
0.574450016,20.110913887
0.544700027,20.135239036
0.514900029,20.155442106
0.485100001,20.170695597
0.455300003,20.184703983
0.425550014,20.194465652
0.395749986,20.205693435
0.365949988,20.213458311
0.336149991,20.219641429
0.306400001,20.225661361
0.276600003,20.23162604
0.246800005,20.236790203
0.216999993,20.241735927
0.187250003,20.246831988
0.157450005,20.253409582
0.127649993,20.256393207
0.097850002,20.261892738
0.068099998,20.266594324
0.038300000,20.271908825
0.008500000,20.275500225
-0.021299999,20.280475502
-0.051050000,20.287105779
-0.080849998,20.292976657
-0.110650003,20.298931057
-0.140450001,20.305079482
-0.170200005,20.311263885
-0.200000003,20.319134126
Jsc:,20.2755
Eff:,16.851998
Voc:,1.11065
FF:,0.748346
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
