V,J
-0.200000003,19.958674513
-0.170200005,19.941890662
-0.140450001,19.93834038
-0.110650003,19.921949719
-0.080849998,19.908053122
-0.051050000,19.896020969
-0.021299999,19.88677456
0.008500000,19.87671607
0.038300000,19.876579867
0.068099998,19.855646953
0.097850002,19.844417886
0.127649993,19.832360034
0.157450005,19.821693769
0.187250003,19.810834764
0.216999993,19.79779265
0.246800005,19.785846588
0.276600003,19.771782949
0.306400001,19.759498948
0.336149991,19.74284616
0.365949988,19.728684866
0.395749986,19.712286496
0.425550014,19.692215775
0.455300003,19.670842127
0.485100001,19.64505729
0.514900029,19.616159049
0.544700027,19.577428468
0.574450016,19.530249424
0.604250014,19.470723418
0.634050012,19.39553531
0.663850009,19.302595793
0.693599999,19.187237975
0.723399997,19.043480472
0.753199995,18.867143383
0.782999992,18.646619869
0.812749982,18.376198383
0.842549980,18.037019902
0.872349977,17.597111329
0.902149975,17.005427243
0.931900024,16.164374085
0.961700022,14.900554703
0.991500020,12.979893349
1.021299958,10.094768959
1.051049948,5.965015083
1.080850005,1.441141376
1.110649943,-6.147796775
1.140450001,-15.279739709
1.170199990,-25.844509831
1.200000048,-38.179769397
Jsc:,19.876716
Eff:,15.35084
Voc:,1.08085
FF:,0.714533
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
