V,J
1.200000048,-36.879119856
1.170199990,-21.865637151
1.140450001,-8.820507534
1.110649943,-3.067173347
1.080850005,5.14886626
1.051049948,10.101672927
1.021299958,13.418362793
0.991500020,15.658287385
0.961700022,17.146833311
0.931900024,18.11096676
0.902149975,18.705308096
0.872349977,19.097339905
0.842549980,19.372744377
0.812749982,19.545779177
0.782999992,19.685829636
0.753199995,19.811100746
0.723399997,19.881177373
0.693599999,19.968219027
0.663850009,20.02515717
0.634050012,20.072742254
0.604250014,20.109870518
0.574450016,20.124111479
0.544700027,20.148869651
0.514900029,20.169171661
0.485100001,20.18395358
0.455300003,20.213776975
0.425550014,20.22342557
0.395749986,20.224208097
0.365949988,20.235275262
0.336149991,20.24688467
0.306400001,20.25304466
0.276600003,20.240719541
0.246800005,20.265093517
0.216999993,20.268322565
0.187250003,20.257053664
0.157450005,20.260895627
0.127649993,20.282293688
0.097850002,20.286910468
0.068099998,20.290423487
0.038300000,20.29629822
0.008500000,20.302158819
-0.021299999,20.305071772
-0.051050000,20.312772402
-0.080849998,20.317058953
-0.110650003,20.32039722
-0.140450001,20.328652942
-0.170200005,20.33434393
-0.200000003,20.340951077
Jsc:,20.302159
Eff:,16.87761
Voc:,1.11065
FF:,0.7485
V_MPP:,0.9319
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
