V,J
1.200000048,-35.784286437
1.170199990,-22.526385333
1.140450001,-10.883915146
1.110649943,-3.326086291
1.080850005,4.226522827
1.051049948,9.340005125
1.021299958,12.836516187
0.991500020,15.188600389
0.961700022,16.737084786
0.931900024,17.740715924
0.902149975,18.377250747
0.872349977,18.779312776
0.842549980,19.034715914
0.812749982,19.198969453
0.782999992,19.311946282
0.753199995,19.395729336
0.723399997,19.461060689
0.693599999,19.514850736
0.663850009,19.55863626
0.634050012,19.596662695
0.604250014,19.628738586
0.574450016,19.655259692
0.544700027,19.677089492
0.514900029,19.696475342
0.485100001,19.713200086
0.455300003,19.726887238
0.425550014,19.738347594
0.395749986,19.750145889
0.365949988,19.757630649
0.336149991,19.76683337
0.306400001,19.772611733
0.276600003,19.780718403
0.246800005,19.788154335
0.216999993,19.795294732
0.187250003,19.802345183
0.157450005,19.80989162
0.127649993,19.817330122
0.097850002,19.824682533
0.068099998,19.831488846
0.038300000,19.840166028
0.008500000,19.846865691
-0.021299999,19.854738502
-0.051050000,19.862284939
-0.080849998,19.870640887
-0.110650003,19.878530402
-0.140450001,19.885862254
-0.170200005,19.894015182
-0.200000003,19.9032693
Jsc:,19.846866
Eff:,16.579036
Voc:,1.11065
FF:,0.752125
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
